subject,body,sender,label
Feedback requested on design mockups,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",david.smith@ourcompany.com,0
Weekly standup notes - Sprint 14,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",support@figma.com,0
Security Alert: Unusual sign-in activity detected,"You have received a secure document from DocuSign. To view and sign the document, click here: http://account-security.h7t7g4o2.ru/update This document requires your immediate attention and signature.",helpdesk@g00gle-alert.org,1
WARNING: Unauthorized access attempt on your account,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://secure-login.account-verify.18.xyz/auth This is an automated security measure. Act now to protect your account. Alternative link: http://www.amaz0n-support.com/verify/nlmdlmq0",noreply@netfl1x-update.top,1
Your account will be suspended in 24 hours,"Hi, I'm reaching out regarding an outstanding invoice #INV-32769. Payment of $892.50 is overdue. Please review and process payment immediately: http://login.microsoftonline.9zmzd1iy.tk/oauth Late fees will apply after 48 hours. Time is running out!",alert@bank0famerica.net,1
Meeting scheduled for Thursday at 2 PM,"Hi David, Thanks for your question about the API documentation. The rate limiting section has been updated to reflect the new thresholds. You can find the latest docs at https://docs.ourcompany.com/api/v2. Let me know if you have any other questions. Cheers, Lisa",team@slack.com,0
Monthly newsletter - Company updates,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",david.smith@ourcompany.com,0
Your monthly statement is ready,"Thank you for registering for TechConf 2026! Your registration has been confirmed. Event details: Date: March 15-17, Location: San Francisco Convention Center. Your confirmation number is TC-816972. View event schedule at https://www.techconf.com/schedule",team@slack.com,0
Feedback requested on design mockups,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",hr@ourcompany.com,0
Invitation: Annual company retreat,"Hi team, The design team has completed the initial mockups for the new customer portal. We'd love your feedback before we move to the development phase. Please review the designs in Figma and add your comments by end of week. Link: https://www.figma.com/file/project-portal",sarah.johnson@ourcompany.com,0
Invoice #INV-39481 attached - payment overdue,"You have received a secure document from DocuSign. To view and sign the document, click here: http://tinyurl.com/7v0vu579 This document requires your immediate attention and signature. IMMEDIATE ACTION REQUIRED!",noreply@microsoft-security.tk,1
Conference registration confirmation,Your order #ORD-284719 has been shipped! You can track your package using the tracking number: TRK-8847261. Estimated delivery: 3-5 business days. Track your order at https://www.shipping-company.com/track. Thank you for your purchase!,noreply@github.com,0
New blog post: Best practices for code reviews,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",david.smith@ourcompany.com,0
Conference registration confirmation,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",hr@ourcompany.com,0
Feedback requested on design mockups,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",noreply@github.com,0
URGENT: Your account has been compromised,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://www.bankofamerica-secure.pza1der8.org/verify Your security is our top priority. IMMEDIATE ACTION REQUIRED! Alternative link: http://secure.chase-verify.5n89shpy.net/login",security@acc0unt-verify.com,1
Your payment failed - update billing info now,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://docs.google.com.9jru5u8m.info/document If you did not request this change, contact support immediately. IMMEDIATE ACTION REQUIRED! Alternative link: http://portal.office365-security.m76spy1a.co/reset",helpdesk@g00gle-alert.org,1
Exclusive offer: Act now before it expires!,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.39.222. Secure your account NOW: http://netflix-billing.y4ii6322.top/update-payment Ignoring this message may lead to data breach. Time is running out!,helpdesk@g00gle-alert.org,1
Exclusive offer: Act now before it expires!,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://secure-login.account-verify.215.xyz/auth Use code SAVE90 at checkout. Hurry, stocks are limited! Time is running out!",security@acc0unt-verify.com,1
Meeting scheduled for Thursday at 2 PM,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",support@figma.com,0
Your order has been shipped,"Hi David, Thanks for your question about the API documentation. The rate limiting section has been updated to reflect the new thresholds. You can find the latest docs at https://docs.ourcompany.com/api/v2. Let me know if you have any other questions. Cheers, Lisa",mike.chen@ourcompany.com,0
Team lunch this Friday - RSVP,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",mike.chen@ourcompany.com,0
WARNING: Unauthorized access attempt on your account,"Hi, I'm reaching out regarding an outstanding invoice #INV-53687. Payment of $892.50 is overdue. Please review and process payment immediately: http://account-security.fxzknlac.ru/update Late fees will apply after 48 hours.",alert@bank0famerica.net,1
Your payment failed - update billing info now,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://www.bankofamerica-secure.avaytgn7.org/verify This is your last chance. Don't delay! Alternative link: http://secure-login.account-verify.12.xyz/auth,security@acc0unt-verify.com,1
Invoice #INV-39481 attached - payment overdue,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://bit.ly/n6jep2rv Non-compliance will result in account restriction. IMMEDIATE ACTION REQUIRED!",service@apple-id-verify.cn,1
Invoice #INV-39481 attached - payment overdue,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://netflix-billing.122s0jai.top/update-payment Non-compliance will result in account restriction. IMMEDIATE ACTION REQUIRED!",noreply@microsoft-security.tk,1
Your package delivery is pending - confirm address,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://secure.chase-verify.55r1dqa1.net/login If you did not request this change, contact support immediately. This is your FINAL warning!",security@acc0unt-verify.com,1
Monthly newsletter - Company updates,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",newsletter@ourcompany.com,0
Final Notice: Your account will be closed,"You have received a secure document from DocuSign. To view and sign the document, click here: http://secure.chase-verify.dms2zts3.net/login This document requires your immediate attention and signature. Don't delay!",security@acc0unt-verify.com,1
Invitation: Annual company retreat,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",sarah.johnson@ourcompany.com,0
Weekly standup notes - Sprint 14,Your order #ORD-284719 has been shipped! You can track your package using the tracking number: TRK-8847261. Estimated delivery: 3-5 business days. Track your order at https://www.shipping-company.com/track. Thank you for your purchase!,mike.chen@ourcompany.com,0
Meeting scheduled for Thursday at 2 PM,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",noreply@github.com,0
Conference registration confirmation,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",no-reply@google.com,0
Reset your password immediately,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://tinyurl.com/4vs6kfrx This is an automated security measure. Act now to protect your account. Alternative link: http://login.microsoftonline.oi10037x.tk/oauth",support@amaz0n-billing.ru,1
Tax refund notification - claim your refund now,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://tinyurl.com/gcqa0hr2 Your security is our top priority. ACT NOW! Alternative link: http://10.0.154.154/phish/login.php",support@amaz0n-billing.ru,1
Job posting: Senior Software Engineer,Hey all! We're organizing a team lunch this Friday at 12:30 PM at Olive Garden. Please RSVP by Wednesday so I can make the reservation. Vegetarian and vegan options are available. Hope to see everyone there! - Mike,david.smith@ourcompany.com,0
Re: Question about the API documentation,"Thank you for registering for TechConf 2026! Your registration has been confirmed. Event details: Date: March 15-17, Location: San Francisco Convention Center. Your confirmation number is TC-401454. View event schedule at https://www.techconf.com/schedule",newsletter@ourcompany.com,0
Your payment failed - update billing info now,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://portal.office365-security.i78snf69.co/reset Thank you for your cooperation. Alternative link: http://appleid.apple.com-verify.qpt16hdx.cn/auth",noreply@microsoft-security.tk,1
Your package delivery is pending - confirm address,"Your tax refund of $3,247.00 is ready to be processed. To receive your refund, please verify your banking details at: http://www.amaz0n-support.com/verify/qh9fw1nj This is a time-sensitive matter from the IRS.",alert@bank0famerica.net,1
Action Required: Verify your identity immediately,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://docs.google.com.d96m8jku.info/document Use code SAVE90 at checkout. Hurry, stocks are limited! Time is running out!",support@amaz0n-billing.ru,1
Meeting scheduled for Thursday at 2 PM,Your order #ORD-284719 has been shipped! You can track your package using the tracking number: TRK-8847261. Estimated delivery: 3-5 business days. Track your order at https://www.shipping-company.com/track. Thank you for your purchase!,david.smith@ourcompany.com,0
Security Alert: Unusual sign-in activity detected,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://192.168.1.176/verify-account Use code SAVE90 at checkout. Hurry, stocks are limited!",support@amaz0n-billing.ru,1
Re: Question about the API documentation,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",orders@amazon.com,0
Re: Question about the API documentation,Your order #ORD-284719 has been shipped! You can track your package using the tracking number: TRK-8847261. Estimated delivery: 3-5 business days. Track your order at https://www.shipping-company.com/track. Thank you for your purchase!,david.smith@ourcompany.com,0
Q3 Project Update - Progress Report,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",noreply@github.com,0
Team lunch this Friday - RSVP,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",newsletter@ourcompany.com,0
Action Required: Verify your identity immediately,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://bit.ly/44cy5pry Your security is our top priority.",alert@bank0famerica.net,1
Weekly standup notes - Sprint 14,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",team@slack.com,0
Important: Confirm your account details,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://www.bankofamerica-secure.spkvkuyf.org/verify Thank you for your cooperation.",security@acc0unt-verify.com,1
Your package delivery is pending - confirm address,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.116.7. Secure your account NOW: http://secure-login.account-verify.185.xyz/auth Ignoring this message may lead to data breach. Don't delay! Alternative link: http://secure-login.account-verify.65.xyz/auth,helpdesk@g00gle-alert.org,1
Action Required: Verify your identity immediately,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://bit.ly/gjgk23u0 Your security is our top priority.",support@amaz0n-billing.ru,1
Re: Question about the API documentation,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",orders@amazon.com,0
Action Required: Verify your identity immediately,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://login.microsoftonline.r4s86pyb.tk/oauth Your security is our top priority. Time is running out!",security@0ffice365.co,1
New blog post: Best practices for code reviews,"Hi team, The design team has completed the initial mockups for the new customer portal. We'd love your feedback before we move to the development phase. Please review the designs in Figma and add your comments by end of week. Link: https://www.figma.com/file/project-portal",no-reply@google.com,0
Your monthly statement is ready,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",sarah.johnson@ourcompany.com,0
Weekly standup notes - Sprint 14,"Dear Subscriber, Here's your monthly roundup of company news and updates. This month we welcomed 5 new team members, launched our mobile app beta, and announced our partnership with TechCorp. Read more on our blog at https://www.ourcompany.com/blog",sarah.johnson@ourcompany.com,0
Re: Question about the API documentation,"Thank you for registering for TechConf 2026! Your registration has been confirmed. Event details: Date: March 15-17, Location: San Francisco Convention Center. Your confirmation number is TC-956820. View event schedule at https://www.techconf.com/schedule",orders@amazon.com,0
Feedback requested on design mockups,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",support@figma.com,0
Weekly standup notes - Sprint 14,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",david.smith@ourcompany.com,0
Your package delivery is pending - confirm address,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://secure.chase-verify.jm7uvhqm.net/login If you did not request this change, contact support immediately. Alternative link: http://www.paypa1.com/signin/6rcbk4oa",noreply@microsoft-security.tk,1
Security Alert: Unusual sign-in activity detected,"You have received a secure document from DocuSign. To view and sign the document, click here: http://account-security.hlnfodrt.ru/update This document requires your immediate attention and signature. ACT NOW! Alternative link: http://appleid.apple.com-verify.8t9tgzct.cn/auth",security@0ffice365.co,1
Important: Confirm your account details,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://docs.google.com.p0lf7xe7.info/document This is an automated security measure. Act now to protect your account.",security@acc0unt-verify.com,1
Your account will be suspended in 24 hours,IMPORTANT: Your email storage is almost full (98% used). Click below to upgrade your storage for FREE before your emails are permanently deleted: http://appleid.apple.com-verify.7w211q5b.cn/auth Act now - this offer won't last! Alternative link: http://www.bankofamerica-secure.mzk2q1z1.org/verify,alert@bank0famerica.net,1
You have (1) unread secure message,"Congratulations! You have been selected as the winner of our monthly prize draw. To claim your $1,000 gift card, click the link below and enter your personal details: http://login.microsoftonline.mfdy07to.tk/oauth Offer expires in 48 hours! ACT NOW!",security@acc0unt-verify.com,1
Reset your password immediately,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://secure-login.account-verify.34.xyz/auth Your security is our top priority. Time is running out! Alternative link: http://account-security.y54ikmoc.ru/update",security@0ffice365.co,1
Action Required: Verify your identity immediately,"Hi, I'm reaching out regarding an outstanding invoice #INV-98575. Payment of $892.50 is overdue. Please review and process payment immediately: http://10.0.106.106/phish/login.php Late fees will apply after 48 hours.",security@acc0unt-verify.com,1
Congratulations! You've won a $1000 gift card,"Congratulations! You have been selected as the winner of our monthly prize draw. To claim your $1,000 gift card, click the link below and enter your personal details: http://account-security.pfb4tk3b.ru/update Offer expires in 48 hours! Time is running out!",noreply@microsoft-security.tk,1
Your account will be suspended in 24 hours,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://docs.google.com.165jiu7m.info/document If you did not request this change, contact support immediately.",security@0ffice365.co,1
Meeting scheduled for Thursday at 2 PM,Hey all! We're organizing a team lunch this Friday at 12:30 PM at Olive Garden. Please RSVP by Wednesday so I can make the reservation. Vegetarian and vegan options are available. Hope to see everyone there! - Mike,team@slack.com,0
Job posting: Senior Software Engineer,"Hi David, Thanks for your question about the API documentation. The rate limiting section has been updated to reflect the new thresholds. You can find the latest docs at https://docs.ourcompany.com/api/v2. Let me know if you have any other questions. Cheers, Lisa",hr@ourcompany.com,0
Your package delivery is pending - confirm address,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://10.0.51.51/phish/login.php Use code SAVE90 at checkout. Hurry, stocks are limited!",admin@paypa1-support.xyz,1
Your account will be suspended in 24 hours,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://secure-login.account-verify.38.xyz/auth This is an automated security measure. Act now to protect your account. Alternative link: http://www.paypa1.com/signin/d7h2516c",helpdesk@g00gle-alert.org,1
Invitation: Annual company retreat,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",david.smith@ourcompany.com,0
Meeting scheduled for Thursday at 2 PM,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",noreply@github.com,0
Job posting: Senior Software Engineer,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",support@figma.com,0
Reset your password immediately,"Hi, I'm reaching out regarding an outstanding invoice #INV-25147. Payment of $892.50 is overdue. Please review and process payment immediately: http://appleid.apple.com-verify.09n0wiqr.cn/auth Late fees will apply after 48 hours. This is your FINAL warning! Alternative link: http://www.amaz0n-support.com/verify/t8fnecqv",admin@paypa1-support.xyz,1
Team lunch this Friday - RSVP,"Hi team, Just a reminder that we have our weekly sync meeting scheduled for Thursday at 2 PM in Conference Room B. Please review the agenda document shared on our project board before the meeting. Looking forward to a productive discussion. Best regards, Sarah",hr@ourcompany.com,0
New blog post: Best practices for code reviews,"Hi team, The design team has completed the initial mockups for the new customer portal. We'd love your feedback before we move to the development phase. Please review the designs in Figma and add your comments by end of week. Link: https://www.figma.com/file/project-portal",no-reply@google.com,0
Your package delivery is pending - confirm address,"Congratulations! You have been selected as the winner of our monthly prize draw. To claim your $1,000 gift card, click the link below and enter your personal details: http://netflix-billing.v6jv8kin.top/update-payment Offer expires in 48 hours! This is your FINAL warning!",admin@chase-secure.info,1
Action Required: Verify your identity immediately,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://appleid.apple.com-verify.ym759jsu.cn/auth This is your last chance. ACT NOW!,admin@paypa1-support.xyz,1
Q3 Project Update - Progress Report,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",hr@ourcompany.com,0
Weekly standup notes - Sprint 14,"Reminder: Please submit your timesheet for this week by Friday 5 PM. You can access the timesheet portal at https://hr.ourcompany.com/timesheet. If you have any issues, contact HR at hr@ourcompany.com. Thanks!",support@figma.com,0
Re: Question about the API documentation,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",support@figma.com,0
Invoice #INV-39481 attached - payment overdue,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://login.microsoftonline.conyl18d.tk/oauth Thank you for your cooperation. This is your FINAL warning! Alternative link: http://account-security.qnbv11dg.ru/update",alert@bank0famerica.net,1
Reminder: Submit your timesheet by Friday,"Dear Subscriber, Here's your monthly roundup of company news and updates. This month we welcomed 5 new team members, launched our mobile app beta, and announced our partnership with TechCorp. Read more on our blog at https://www.ourcompany.com/blog",support@figma.com,0
Congratulations! You've won a $1000 gift card,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.158.186. Secure your account NOW: http://www.bankofamerica-secure.97i0cnox.org/verify Ignoring this message may lead to data breach. Time is running out! Alternative link: http://192.168.1.156/verify-account,admin@paypa1-support.xyz,1
WARNING: Unauthorized access attempt on your account,IMPORTANT: Your email storage is almost full (98% used). Click below to upgrade your storage for FREE before your emails are permanently deleted: http://appleid.apple.com-verify.uxf062qc.cn/auth Act now - this offer won't last! This is your FINAL warning!,support@amaz0n-billing.ru,1
Congratulations! You've won a $1000 gift card,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://www.amaz0n-support.com/verify/52bfsozp Non-compliance will result in account restriction. IMMEDIATE ACTION REQUIRED!",noreply@netfl1x-update.top,1
Meeting scheduled for Thursday at 2 PM,"Hi team, Just a reminder that we have our weekly sync meeting scheduled for Thursday at 2 PM in Conference Room B. Please review the agenda document shared on our project board before the meeting. Looking forward to a productive discussion. Best regards, Sarah",noreply@github.com,0
Congratulations! You've won a $1000 gift card,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://bit.ly/qgorjgn9 Use code SAVE90 at checkout. Hurry, stocks are limited! This is your FINAL warning!",helpdesk@g00gle-alert.org,1
Conference registration confirmation,"New on our engineering blog: Best Practices for Code Reviews. In this post, we cover how to write constructive feedback, common pitfalls to avoid, and tools that can streamline your review process. Read the full article at https://www.ourcompany.com/blog/code-reviews",hr@ourcompany.com,0
URGENT: Your account has been compromised,"Your recent payment of $49.99 has failed. To avoid service interruption, please update your billing information immediately at: http://www.amaz0n-support.com/verify/5z98z737 If you do not update within 12 hours, your account will be suspended. This is your FINAL warning! Alternative link: http://bit.ly/5icnexth",admin@chase-secure.info,1
Monthly newsletter - Company updates,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",david.smith@ourcompany.com,0
Important: Confirm your account details,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.239.206. Secure your account NOW: http://portal.office365-security.9imflw2a.co/reset Ignoring this message may lead to data breach. Time is running out! Alternative link: http://www.bankofamerica-secure.1ejhkdn7.org/verify,noreply@microsoft-security.tk,1
New blog post: Best practices for code reviews,"Dear Subscriber, Here's your monthly roundup of company news and updates. This month we welcomed 5 new team members, launched our mobile app beta, and announced our partnership with TechCorp. Read more on our blog at https://www.ourcompany.com/blog",orders@amazon.com,0
New blog post: Best practices for code reviews,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",david.smith@ourcompany.com,0
Action Required: Verify your identity immediately,URGENT NOTICE: Your account has been temporarily locked due to suspicious activity. You must verify your credentials within 24 hours to avoid permanent suspension. Click here: http://account-security.yke9fv4b.ru/update Failure to act will result in account deletion. Don't delay!,helpdesk@g00gle-alert.org,1
Q3 Project Update - Progress Report,"Thank you for registering for TechConf 2026! Your registration has been confirmed. Event details: Date: March 15-17, Location: San Francisco Convention Center. Your confirmation number is TC-751586. View event schedule at https://www.techconf.com/schedule",noreply@github.com,0
Invitation: Annual company retreat,"New on our engineering blog: Best Practices for Code Reviews. In this post, we cover how to write constructive feedback, common pitfalls to avoid, and tools that can streamline your review process. Read the full article at https://www.ourcompany.com/blog/code-reviews",noreply@github.com,0
Congratulations! You've won a $1000 gift card,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://docs.google.com.76ut3j6g.info/document If you did not request this change, contact support immediately. This is your FINAL warning!",admin@chase-secure.info,1
Security Alert: Unusual sign-in activity detected,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://bit.ly/d2f11b0o This is an automated security measure. Act now to protect your account.",admin@paypa1-support.xyz,1
Invitation: Annual company retreat,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",support@figma.com,0
Job posting: Senior Software Engineer,"Reminder: Please submit your timesheet for this week by Friday 5 PM. You can access the timesheet portal at https://hr.ourcompany.com/timesheet. If you have any issues, contact HR at hr@ourcompany.com. Thanks!",no-reply@google.com,0
Your package delivery is pending - confirm address,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.151.147. Secure your account NOW: http://account-security.hhfh56ob.ru/update Ignoring this message may lead to data breach. ACT NOW! Alternative link: http://bit.ly/41tigue8,service@apple-id-verify.cn,1
Exclusive offer: Act now before it expires!,"Hi, I'm reaching out regarding an outstanding invoice #INV-20874. Payment of $892.50 is overdue. Please review and process payment immediately: http://netflix-billing.5byc5f4q.top/update-payment Late fees will apply after 48 hours. Alternative link: http://tinyurl.com/4cut92n0",admin@paypa1-support.xyz,1
WARNING: Unauthorized access attempt on your account,IMPORTANT: Your email storage is almost full (98% used). Click below to upgrade your storage for FREE before your emails are permanently deleted: http://10.0.75.75/phish/login.php Act now - this offer won't last!,noreply@netfl1x-update.top,1
Invoice #INV-39481 attached - payment overdue,"Hi, I'm reaching out regarding an outstanding invoice #INV-33850. Payment of $892.50 is overdue. Please review and process payment immediately: http://secure-login.account-verify.33.xyz/auth Late fees will apply after 48 hours. Alternative link: http://192.168.1.213/verify-account",noreply@microsoft-security.tk,1
Your package delivery is pending - confirm address,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://appleid.apple.com-verify.lmgont6t.cn/auth This is your last chance. This is your FINAL warning!,admin@paypa1-support.xyz,1
Your order has been shipped,Hey all! We're organizing a team lunch this Friday at 12:30 PM at Olive Garden. Please RSVP by Wednesday so I can make the reservation. Vegetarian and vegan options are available. Hope to see everyone there! - Mike,no-reply@google.com,0
Invitation: Annual company retreat,"Dear Subscriber, Here's your monthly roundup of company news and updates. This month we welcomed 5 new team members, launched our mobile app beta, and announced our partnership with TechCorp. Read more on our blog at https://www.ourcompany.com/blog",hr@ourcompany.com,0
Your payment failed - update billing info now,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://secure.chase-verify.4ci4j38v.net/login Use code SAVE90 at checkout. Hurry, stocks are limited! IMMEDIATE ACTION REQUIRED!",security@acc0unt-verify.com,1
Reset your password immediately,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://www.amaz0n-support.com/verify/93gv7qex If you did not request this change, contact support immediately. Alternative link: http://www.bankofamerica-secure.h9siwt21.org/verify",noreply@microsoft-security.tk,1
URGENT: Your account has been compromised,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://www.bankofamerica-secure.qyl53zu2.org/verify This is an automated security measure. Act now to protect your account. This is your FINAL warning! Alternative link: http://bit.ly/kq0f5vjc",admin@chase-secure.info,1
WARNING: Unauthorized access attempt on your account,IMPORTANT: Your email storage is almost full (98% used). Click below to upgrade your storage for FREE before your emails are permanently deleted: http://bit.ly/skerxwfe Act now - this offer won't last! Time is running out! Alternative link: http://bit.ly/h5cxsz0i,noreply@netfl1x-update.top,1
Important: Confirm your account details,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://login.microsoftonline.pqxv4ztc.tk/oauth Non-compliance will result in account restriction.",security@0ffice365.co,1
Conference registration confirmation,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",support@figma.com,0
